,unit_link,lith_rank,lith1,lith2,lith3,lith4,lith5,low_lith,lith_form,lith_com
0,MDMp;1,Incidental,Sedimentary,Coal,,,,Coal,, 
1,MDSm;1,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
2,MDCAwb;1,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
3,MDjg;4,Major,Metamorphic,Amphibolite,,,,Amphibolite,,quartz amphibolite 
4,MDPd;1,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
5,MDSwb;1,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
6,MDQu;5,Major,Unconsolidated,Coarse-detrital,Gravel,,,Gravel,, 
7,MDPAap;1,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone ,,
8,MDOs;1,Major,Sedimentary,Carbonate,Limestone,,,Limestone ,,
9,MDPAap;1,Major,Sedimentary,Clastic,Sandstone,,,Sandstone ,,
10,MDTc;5,Major,Unconsolidated,Fine-detrital,Clay,,,Clay,, 
11,MDPd;1,Incidental,Sedimentary,Coal,,,,Coal,, 
12,MDif;3,Incidental,Metamorphic,Metaigneous,Greenstone,,,Greenstone,, 
13,MDMp;1,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,,"interbedded gray and reddish-brown shale, mudstone, and siltstone "
14,MDbgb;7,Major,Igneous,Plutonic,Gabbroic,Gabbro,,Gabbro,, 
15,MDbgb;7,Minor,Igneous,Plutonic,Gabbroic,Gabbro,Norite,Norite,, 
16,MDbgb;7,Minor,Igneous,Plutonic,Ultramafic,Pyroxenite,,Pyroxenite,, 
17,MDCAa;2,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
18,MDCAa;2,Minor,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite,, 
19,MDCAe;1,Major,Sedimentary,Carbonate,Limestone,,,Limestone,, 
20,MDCAe;1,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
21,MDCAe;1,Minor,Sedimentary,Carbonate,Dolostone,,,Dolostone,, 
22,MDCAf;2,Major,Sedimentary,Carbonate,Limestone,,,Limestone,, 
23,MDCAf;2,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
24,MDCAt;2,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,, 
25,MDCAt;2,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,, 
26,MDCAt;2,Incidental,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
27,MDCAwb;1,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,, 
28,MDCAwb;1,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
29,MDCAwb;1,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,, 
30,MDCAwb;1,Major,Sedimentary,Carbonate,Limestone,,,Limestone,, 
31,MDcc;4,Major,Metamorphic,Metasedimentary,Metaclastic,Metaconglomerate,,Metaconglomerate,,meta-conglomerate 
32,MDcc;4,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
33,MDcm;4,Major,Metamorphic,Metasedimentary,Metacarbonate,Marble,,Marble,, 
34,MDcm;4,Minor,Metamorphic,Schist,Calc-silicate-schist,,,Calc-silicate-schist,,calc-schist 
35,MDcm;4,Incidental,Metamorphic,Gneiss,Calc-silicate-gneiss,,,Calc-silicate-gneiss,,calc-gneiss 
36,MDDch;1,Minor,Sedimentary,Clastic,Sandstone,Graywacke,,Graywacke,, 
37,MDDch;1,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
38,MDDch;1,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,, 
39,MDDch;1,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,,locally conglomeratic 
40,MDDch;1,Incidental,Sedimentary,Carbonate,Limestone,,,Limestone,, 
41,MDDh;1,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,,red and some green shale 
42,MDDh;1,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,,red mudstone 
43,MDDh;1,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,,"red to brown, cross-bedded "
44,MDDh;1,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,,"red to brown, cross-bedded "
45,MDmgb;7,Major,Metamorphic,Metaigneous,Metaintrusive,Metagabbro,,Metagabbro,, 
46,MDmgb;7,Major,Metamorphic,Amphibolite,,,,Amphibolite,,epidote amphibolite 
47,MDMmc;1,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,,Red and green shale 
48,MDMmc;1,Major,Sedimentary,Clastic,Mudstone,,,Mudstone,,"reddish-purple mudstone, "
49,MDDhn;1,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,,"Hamilton Group including Mahantango Formation - Dark gray, laminated shale, siltstone, and very fine-grained sandstone; thickness 600 feet in west, increases to 1,200 feet in east, and Marcellus Shale - Gray-black, thinly laminated, pyritic, carbonaceous shale; thickness 250 feet in east, increases to 500 feet in west. Needmore Shale - Olive-gray to black shale and dark, thin-bedded, fossiliferous, argillaceous limestone; thickness ranges from 70 to 145 feet. "
50,MDMp;1,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,,"interbedded gray and reddish-brown shale, mudstone, and siltstone "
51,MDms;3,Major,Metamorphic,Schist,Mica-schist,,,Mica-schist,,"Bluish-gray to silvery-green, fine-grained, muscovite-chlorite-albite-quartz schist; intensely cleaved and closely folded "
52,MDms;3,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
53,MDOCAc;1,Major,Sedimentary,Carbonate,Limestone,,,Limestone,, 
54,MDOCAc;1,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,, 
55,MDOCAc;1,Minor,Sedimentary,Carbonate,Dolostone,,,Dolostone,, 
56,MDOCAg;2,Major,Sedimentary,Carbonate,Limestone,,,Limestone,, 
57,MDOCAg;2,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,, 
58,MDOcs;1,Major,Sedimentary,Carbonate,Limestone,,,Limestone ,,
59,MDOcs;1,Incidental,Sedimentary,Clastic,Sandstone,Arenite,Calcarenite,Calcarenite ,,
60,MDOj;1,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone ,,
61,MDOj;1,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale ,,
62,MDOj;1,Minor,Sedimentary,Clastic,Sandstone,Graywacke,,Graywacke ,,
63,MDOj;1,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate ,,
64,MDOj;1,Major,Sedimentary,Clastic,Sandstone,,,Sandstone ,,
65,MDOm;1,Major,Sedimentary,Clastic,Sandstone,Graywacke,,Graywacke ,,
66,MDOm;1,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone ,,
67,MDOm;1,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale ,,
68,MDOps;1,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone ,,
69,MDOrr;1,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone ,,
70,MDOrr;1,Major,Sedimentary,Carbonate,Limestone,,,Limestone ,,
71,MDOrr;1,Minor,Sedimentary,Clastic,Sandstone,Arenite,Calcarenite,Calcarenite ,,
72,MDOs;1,Minor,Sedimentary,Clastic,Sandstone,Arenite,Calcarenite,Calcarenite ,,
73,MDOs;1,Minor,Sedimentary,Carbonate,Dolostone,,,Dolostone ,,
74,MDPAap;1,Minor,Sedimentary,Clastic,Mudstone,Claystone,,Claystone ,,
75,MDPAap;1,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale ,,
76,MDPAap;1,Incidental,Sedimentary,Coal,,,,Coal ,,
77,MDPAc;1,Major,Sedimentary,Clastic,Mudstone,Claystone,,Claystone ,,
78,MDPAc;1,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale ,,
79,MDPAc;1,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone ,,
80,MDPAc;1,Incidental,Sedimentary,Coal,,,,Coal ,,
81,MDPAc;1,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone ,,
82,MDPAm;1,Major,Sedimentary,Clastic,Mudstone,Claystone,,Claystone ,,
83,MDPAm;1,Major,Sedimentary,Carbonate,Limestone,,,Limestone ,,
84,MDPAm;1,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale ,,
85,MDPAm;1,Incidental,Sedimentary,Clastic,Sandstone,,,Sandstone ,,
86,MDPAm;1,Incidental,Sedimentary,Coal,,,,Coal ,,
87,MDpbs;4,Major,Metamorphic,Metasedimentary,Metaclastic,Slate,,Slate,, 
88,MDpbs;4,Incidental,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
89,MDpCAbg;4,Major,Metamorphic,Gneiss,,,,Gneiss,,includes granitic gneiss and paragneiss 
90,MDpCAbg;4,Incidental,Metamorphic,Amphibolite,,,,Amphibolite,, 
91,MDpCAbg;4,Incidental,Metamorphic,Metasedimentary,Paragneiss,,,Paragneiss,,Layered paragneiss in Baltimore City southeast of Relay Quartz Diorite. 
92,MDpCAc;2,Major,Metamorphic,Metaigneous,Metavolcanic,Metabasalt,,Metabasalt,,"Thick-bedded metabasalt with amygdaloidal layers and secondary veins of quartz, calcite, and epidote "
93,MDpCAc;2,Minor,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite,,green tuffaceous phyllite 
94,MDpCAc;2,Minor,Metamorphic,Metaigneous,Metavolcanic,Metaandesite,,Metaandesite,,blue amygdaloidal metaandesite 
95,MDpCAg;2,Major,Metamorphic,Gneiss,,,,Gneiss,,granitic gneiss 
96,MDpCAg;2,Incidental,Metamorphic,Metaigneous,Metaintrusive,Metadiabase,,Metadiabase,, 
97,MDpCAmv;2,Major,Metamorphic,Metaigneous,Metavolcanic,Metarhyolite,,Metarhyolite,,"Dense, blue, cryptocrystalline, with white feldspar phenocrysts and glassy quartz; red porphyritic metarhyolite at contact with Catoctin Metabasalt "
98,MDpCAmv;2,Minor,Metamorphic,Schist,,,,Schist,,white tuffaceous sericitic schist 
99,MDpCAmv;2,Minor,Metamorphic,Metasedimentary,Metaclastic,Slate,,Slate,,banded green slate 
100,MDpCAsr;2,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
101,MDpCAsr;2,Major,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite,, 
102,MDpCAsr;2,Minor,Metamorphic,Metasedimentary,Metaclastic,Slate,,Slate,, 
103,MDpCAsr;2,Minor,Metamorphic,Metasedimentary,Metacarbonate,Marble,,Marble,, 
104,MDPd;1,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,, 
105,MDPd;1,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,,includes conglomeratic sandstone at base 
106,MDPd;1,Incidental,Sedimentary,Carbonate,Limestone,,,Limestone,, 
107,MDPze;6,Minor,Igneous,Plutonic,Granitic,Granodiorite,,Granodiorite,, 
108,MDPze;6,Major,Igneous,Plutonic,Syenitic,Quartz-monzonite,,Quartz-monzonite,, 
109,MDPzg;6,Major,Igneous,Plutonic,Syenitic,Quartz-monzonite,,Quartz-monzonite,, 
110,MDPzgd;6,Major,Igneous,Plutonic,Gabbroic,Gabbro,,Gabbro,, 
111,MDPzgd;6,Major,Igneous,Plutonic,Dioritic,Quartz-diorite,,Quartz-diorite,, 
112,MDPzgg;6,Major,Igneous,Plutonic,Syenitic,Quartz-monzonite,,Quartz-monzonite,, 
113,MDPzk;6,Major,Metamorphic,Gneiss,Biotite-gneiss,,,Biotite-gneiss,,"compositionally originally considered quartz diorite to granodiorite, now revised to tonalite. All igneous textures have been destroyed "
114,MDPzmg;6,Major,Metamorphic,Gneiss,,,,Gneiss,,granitic gneiss 
115,MDPzn;6,Major,Igneous,Plutonic,Dioritic,Quartz-diorite,,Quartz-diorite,, 
116,MDPzp;6,Major,Igneous,Plutonic,Granitic,Leucocratic-granitic,Pegmatite,Pegmatite,Dike or sill, 
117,MDPzpd;6,Major,Metamorphic,Gneiss,,,,Gneiss,,granitic gneiss 
118,MDPzpd;6,Major,Igneous,Plutonic,Dioritic,Quartz-diorite,,Quartz-diorite,, 
119,MDPzpd;6,Major,Igneous,Plutonic,Granitic,Granodiorite,,Granodiorite,, 
120,MDPzr;7,Major,Igneous,Plutonic,Dioritic,Quartz-diorite,,Quartz-diorite,, 
121,MDPzr;7,Major,Igneous,Plutonic,Granitic,Alkali-feldspar-granite,,Alkali-feldspar-granite,, 
122,MDPzw;6,Major,Igneous,Plutonic,Syenitic,Quartz-monzonite,,Quartz-monzonite,, 
123,MDQdu;5,"Indeterminate, major",Unconsolidated,Coarse-detrital,Sand,,,Sand,,includes dune and beach sand 
124,MDQdu;5,"Indeterminate, major",Unconsolidated,Coarse-detrital,Gravel,,,Gravel,, 
125,MDQdu;5,"Indeterminate, major",Unconsolidated,Fine-detrital,Silt,,,Silt,, 
126,MDQdu;5,"Indeterminate, major",Unconsolidated,Fine-detrital,Clay,,,Clay,, 
127,MDQl;5,"Indeterminate, major",Unconsolidated,Coarse-detrital,Gravel,,,Gravel,, 
128,MDQl;5,"Indeterminate, major",Unconsolidated,Coarse-detrital,Sand,,,Sand,, 
129,MDQl;5,"Indeterminate, major",Unconsolidated,Fine-detrital,Silt,,,Silt,, 
130,MDQl;5,"Indeterminate, major",Unconsolidated,Fine-detrital,Clay,,,Clay,, 
131,MDQTu;5,Major,Unconsolidated,Coarse-detrital,Gravel,,,Gravel,, 
132,MDQTu;5,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,, 
133,MDQTu;5,Minor,Unconsolidated,Fine-detrital,Silt,,,Silt,, 
134,MDQTu;5,Minor,Unconsolidated,Fine-detrital,Clay,,,Clay,, 
135,MDQu;5,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,, 
136,MDQu;5,Minor,Unconsolidated,Fine-detrital,Silt,,,Silt,, 
137,MDQu;5,Minor,Unconsolidated,Fine-detrital,Clay,,,Clay,, 
138,MDSc;1,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
139,MDSc;1,Incidental,Sedimentary,Carbonate,Limestone,,,Limestone,, 
140,MDSc;1,Incidental,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
141,MDSc;1,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
142,MDscm;3,Major,Metamorphic,Metaigneous,Metavolcanic,Metabasalt,,Metabasalt,,"Grayish-green, massive to schistose, amygdaloidal metabasalt "
143,MDsf;4,Major,Metamorphic,Schist,Mica-schist,,,Mica-schist,, 
144,MDsf;4,Minor,Metamorphic,Gneiss,Muscovite-gneiss,,,Muscovite-gneiss,, 
145,MDsf;4,Minor,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
146,MDSm;1,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,, 
147,MDSm;1,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
148,MDsq;3,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
149,MDsq;3,Incidental,Metamorphic,Metasedimentary,Metaclastic,Slate,,Slate,, 
150,MDsq;3,Incidental,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite,, 
151,MDsrl;3,Major,Sedimentary,Carbonate,Limestone,,,Limestone,, 
152,MDsrl;3,Incidental,Metamorphic,Metasedimentary,Metaclastic,Slate,,Slate,, 
153,MDSt;1,Minor,Sedimentary,Clastic,Sandstone,Graywacke,,Graywacke,, 
154,MDSt;1,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,,orthoquartzite 
155,MDStl;1,Major,Sedimentary,Carbonate,Limestone,,,Limestone,, 
156,MDStl;1,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
157,MDStl;1,Incidental,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
158,MDSwb;1,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,, 
159,MDSwb;1,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,, 
160,MDSwb;1,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
161,MDTa;5,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,,"Dark green to gray-green, argillaceous, highly glauconitic, well-sorted fine- to medium-grained sand; locally indurated shell beds; thickness 0 to 100 feet. "
162,MDTc;5,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,, 
163,MDTc;5,Incidental,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
164,MDTch;5,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,, 
165,MDTch;5,Major,Unconsolidated,Fine-detrital,Silt,,,Silt,, 
166,MDTch;5,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
167,MDTch;5,Incidental,Sedimentary,Carbonate,Limestone,Coquina,,Coquina,,prominent shell beds 
168,MDTn;5,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,, 
169,MDTn;5,Minor,Unconsolidated,Fine-detrital,Clay,,,Clay,, 
170,MDTRd;2,Major,Igneous,Volcanic,Mafic-volcanic,Basalt,,Basalt,Dike or sill, 
171,MDTRg;2,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
172,MDTRg;2,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
173,MDTRg;2,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,, 
174,MDTRlc;2,Major,Sedimentary,Clastic,Conglomerate,,,Conglomerate,,basal limiestone conglomerate with red and gray calcareous matrix 
175,MDTRno;2,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
176,MDTRno;2,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
177,MDTRno;2,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,, 
178,MDTRno;2,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,,basal conglomerate is limestone conglomerate to south of Maryland Rte. 73 and quartz conglomerate to north of Maryland Rte. 73 
179,MDTRqc;2,Major,Sedimentary,Clastic,Conglomerate,,,Conglomerate,,"basal conglomerate member: From vicinity of Maryland Rte. 73 northward, quartz conglomerate with red sandy matrix;  "
180,MDTs;5,Major,Unconsolidated,Fine-detrital,Clay,,,Clay,, 
181,MDTs;5,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,, 
182,MDuf;3,Major,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite,, 
183,MDuf;3,Major,Metamorphic,Metasedimentary,Metaclastic,Metasiltstone,,Metasiltstone,,meta-argillite 
184,MDuf;3,Minor,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
185,MDuf;3,Minor,Metamorphic,Metasedimentary,Metacarbonate,Marble,,Marble,, 
186,MDug;7,"Indeterminate, major",Metamorphic,Metaigneous,Metaintrusive,Metagabbro,,Metagabbro,, 
187,MDug;7,"Indeterminate, major",Metamorphic,Metaigneous,Metaintrusive,Metaultramafic,Metapyroxenite,Metapyroxenite,, 
188,MDug;7,"Indeterminate, major",Metamorphic,Metaigneous,Serpentinite,,,Serpentinite,, 
189,MDug;7,"Indeterminate, major",Metamorphic,Schist,,,,Schist,,"actinolite-, chlorite-, and epidote-bearing schists "
190,MDum;7,Major,Metamorphic,Metaigneous,Serpentinite,,,Serpentinite,, 
191,MDum;7,Incidental,Igneous,Plutonic,Ultramafic,Peridotite,Dunite,Dunite,, 
192,MDum;7,Incidental,Igneous,Plutonic,Ultramafic,Peridotite,,Peridotite,, 
193,MDwf;2,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
194,MDwf;2,Minor,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite,, 
195,MDwf;2,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,,quartz conglomerate 
196,MDwlps;4,Major,Metamorphic,Schist,Mica-schist,Biotite-schist,,Biotite-schist,,"Medium- to coarse-grained biotite-oligoclase-muscovite-quartz schist with garnet, staurolite, and kyanite; fine- to medium-grained semipelitic schist "
197,MDwm;3,Major,Metamorphic,Metasedimentary,Metacarbonate,Marble,,Marble,, 
198,MDwmc;4,Major,Metamorphic,Metasedimentary,Metaclastic,Metaconglomerate,,Metaconglomerate,,meta-conglomerate 
199,MDwmc;4,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
200,MDwmg;4,Major,Metamorphic,Metasedimentary,Metaclastic,Metasandstone,Metagraywacke,Metagraywacke,,meta-graywacke 
201,MDwmg;4,Major,Metamorphic,Schist,Mica-schist,Muscovite-schist,,Muscovite-schist,, 
202,MDwu;3,Major,Metamorphic,Schist,Mica-schist,Muscovite-schist,,Muscovite-schist,, 
203,MDwu;3,Minor,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
204,MDwu;3,Incidental,Metamorphic,Schist,,,,Schist,,chloritoid schist 
205,MDwups;4,Major,Metamorphic,Schist,Quartz-feldspar-schist,,,Quartz-feldspar-schist,, 
206,MDwups;4,Incidental,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
207,MDif-ms;3,Minor,Metamorphic,Metasedimentary,Metaclastic,Metasandstone,Metagraywacke,Metagraywacke,, 
208,MDum;7,Incidental,Igneous,Plutonic,Ultramafic,Pyroxenite,,Pyroxenite,, 
209,MDum;7,Incidental,Igneous,Plutonic,Gabbroic,Gabbro,,Gabbro,, 
210,MDvc;4,"Indeterminate, major",Metamorphic,Metaigneous,Greenstone,,,Greenstone,, 
211,MDvc;4,"Indeterminate, major",Metamorphic,Schist,,,,Schist,Greenschist, 
212,MDvc;4,"Indeterminate, major",Metamorphic,Amphibolite,,,,Amphibolite,, 
213,MDwater;0,Major,Water,,,,,Water,, 
214,MDwbg;4,Major,Metamorphic,Gneiss,Muscovite-gneiss,,,Muscovite-gneiss,, 
215,MDwbg;4,Minor,Metamorphic,Metasedimentary,Metaclastic,Pelitic-schist,,Pelitic-schist,, 
216,MDwlps;4,Minor,Metamorphic,Granulite,,,,Granulite,, 
217,MDDhn;1,Minor,Sedimentary,Clastic,Mudstone,Shale,Black-shale,Black-shale,,"Hamilton Group including Mahantango Formation - Dark gray, laminated shale, siltstone, and very fine-grained sandstone; thickness 600 feet in west, increases to 1,200 feet in east, and Marcellus Shale - Gray-black, thinly laminated, pyritic, carbonaceous shale; thickness 250 feet in east, increases to 500 feet in west. Also includes Tioga Metabentonite Bed - Brownish-gray, thinly laminated shale containing sand-size mica flakes; thickness less than one foot; and Needmore Shale - Olive-gray to black shale and dark, thin-bedded, fossiliferous, argillaceous limestone; thickness ranges from 70 to 145 feet. "
218,MDDhn;1,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,, 
219,MDDhn;1,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
220,MDDhn;1,Incidental,Sedimentary,Carbonate,Limestone,,,Limestone,, 
221,MDDo;1,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,,orthoquartzite 
222,MDDo;1,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
223,MDDo;1,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,, 
224,MDDo;1,Minor,Sedimentary,Chemical,Chert,,,Chert,,black chert 
225,MDDo;1,Minor,Sedimentary,Clastic,Mudstone,Shale,Black-shale,Black-shale,, 
226,MDDShk;1,Major,Sedimentary,Carbonate,Limestone,,,Limestone,, 
227,MDDShk;1,Minor,Sedimentary,Chemical,Chert,,,Chert,, 
228,MDDShk;1,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
229,MDDShk;1,Incidental,Sedimentary,Clastic,Mudstone,Shale,Black-shale,Black-shale,, 
230,MDDShk;1,Incidental,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
231,MDgm;7,Major,Igneous,Plutonic,Granitic,Tonalite,,Tonalite,, 
232,MDgm;7,Minor,Igneous,Plutonic,Dioritic,Quartz-diorite,,Quartz-diorite,, 
233,MDgm;7,Minor,Igneous,Plutonic,Gabbroic,Quartz-gabbro,,Quartz-gabbro,,quartz gabbro 
234,MDgm;7,Incidental,Metamorphic,Amphibolite,,,,Amphibolite,, 
235,MDgm;7,Incidental,Metamorphic,Metaigneous,Metaintrusive,Metaultramafic,Metapyroxenite,Metapyroxenite,, 
236,MDgm;7,Incidental,Metamorphic,Metaigneous,Serpentinite,,,Serpentinite,, 
237,MDgm;7,Incidental,Metamorphic,Schist,,,,Schist,,talc schist 
238,MDhf;2,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
239,MDhf;2,Major,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite,, 
240,MDhf;2,Minor,Metamorphic,Metasedimentary,Metaclastic,Slate,,Slate,, 
241,MDif;3,Major,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite,, 
242,MDif;3,Minor,Metamorphic,Metasedimentary,Metaclastic,Slate,,Slate,, 
243,MDif;3,Minor,Metamorphic,Metasedimentary,Metaclastic,Metasiltstone,,Metasiltstone,, 
244,MDif;3,Minor,Metamorphic,Metasedimentary,Metaclastic,Metasandstone,Metagraywacke,Metagraywacke,, 
245,MDif;3,Incidental,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
246,MDif-ms;3,Major,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite,, 
247,MDif-ms;3,Minor,Metamorphic,Metasedimentary,Metaclastic,Slate,,Slate,, 
248,MDif-ms;3,Minor,Metamorphic,Schist,Mica-schist,Muscovite-schist,,Muscovite-schist,,muscovite-chlorite-albite-quartz schist 
249,MDif-ms;3,Incidental,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
250,MDif-ms;3,Minor,Metamorphic,Metasedimentary,Metaclastic,Metasiltstone,,Metasiltstone,,includes meta-argillite 
251,MDjg;4,Major,Metamorphic,Gneiss,Biotite-gneiss,,,Biotite-gneiss,,includes granitic gneiss and paragneiss 
252,MDjg;4,"Indeterminate, major",Metamorphic,Metasedimentary,Paragneiss,,,Paragneiss,, 
253,MDKm;5,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,,"Loose, white, cross-bedded, ""sugary"", lignitic sands  "
254,MDKm;5,Minor,Unconsolidated,Fine-detrital,Clay,,,Clay,,"dark gray, laminated silty clays "
255,MDKm;5,Incidental,Unconsolidated,Coarse-detrital,Gravel,,,Gravel,,"white to orange-brown, iron-stained, subrounded quartzose gravels in western Anne Arundel County "
256,MDKma;5,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,,"Dark gray micaceous, glauconitic, argillaceous, fine-grained sand and silt; "
257,MDKma;5,Major,Unconsolidated,Fine-detrital,Silt,,,Silt,,"Dark gray micaceous, glauconitic, argillaceous, fine-grained sand and silt; "
258,MDKmo;5,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,,"Dark gray to reddish-brown, micaceous, glauconitic, argillaceous, fine- to coarse-grained sand; "
259,MDKmo;5,Minor,Unconsolidated,Coarse-detrital,Gravel,,,Gravel,,basal gravel in Prince Georges County 
260,MDKp;5,Minor,Unconsolidated,Coarse-detrital,Gravel,,,Gravel,, 
261,MDKp;5,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,, 
262,MDKp;5,Minor,Unconsolidated,Fine-detrital,Silt,,,Silt,, 
263,MDKp;5,Minor,Unconsolidated,Fine-detrital,Clay,,,Clay,, 
264,MDlf;2,Major,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite,, 
265,MDlmr;3,Major,Metamorphic,Metaigneous,Metavolcanic,Metarhyolite,,Metarhyolite,,"Purple, bluish-black, and red, dense, fine-grained metarhyolite with feldspar phenocrysts "
