,Point_Number,Geometry,Quad,Strike,Dip_Angle,Dip_Direct,Interlimb_angle,Vert_Exag,long,lat,Unnamed: 0,Symbol,geometry,Station,Anticline_ID,Latitude_Bins,Compass_direct,Interlimb_Angle,IA,Lat_bins
306,9999,,,201.0,20.0,291,,,-79.22914695,39.05074823,912.0,1.0,POINT (-79.22914695 39.05074823),976,21.0,"(39.0, 39.5]",NW,115.16071428571428,115.16071428571428,"(39.0, 39.5]"
307,9999,,,18.0,80.0,108,,,-78.64254044,39.00980387,2027.0,4.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
308,9999,,,249.0,65.0,339,,,-78.64254044,39.00980387,2026.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",NW,66.6,66.6,"(39.0, 39.5]"
309,9999,,,338.0,37.0,68,,,-78.64254044,39.00980387,1976.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
310,9999,,,304.0,28.0,34,,,-78.64254044,39.00980387,2022.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
311,9999,,,49.0,90.0,139,,,-78.64254044,39.00980387,2023.0,3.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
312,9999,,,15.0,41.0,105,,,-78.64254044,39.00980387,1977.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
313,9999,,,254.0,75.0,344,,,-78.64254044,39.00980387,1978.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",NW,66.6,66.6,"(39.0, 39.5]"
314,9999,,,244.0,75.0,334,,,-78.64254044,39.00980387,1979.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",NW,66.6,66.6,"(39.0, 39.5]"
315,9999,,,314.0,60.0,44,,,-78.64254044,39.00980387,1980.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
316,9999,,,266.0,55.0,356,,,-78.64254044,39.00980387,2021.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",NW,66.6,66.6,"(39.0, 39.5]"
317,9999,,,47.0,90.0,137,,,-78.64254044,39.00980387,2020.0,3.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
318,9999,,,9.0,51.0,99,,,-78.64254044,39.00980387,1981.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
319,9999,,,346.0,27.0,76,,,-78.64254044,39.00980387,1932.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
320,9999,,,28.0,55.0,118,,,-78.64254044,39.00980387,2019.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
321,9999,,,239.0,85.0,329,,,-78.64254044,39.00980387,1983.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",NW,66.6,66.6,"(39.0, 39.5]"
322,9999,,,63.0,74.0,153,,,-78.64254044,39.00980387,1982.0,4.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
323,9999,,,8.0,40.0,98,,,-78.64254044,39.00980387,2017.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
324,9999,,,59.0,65.0,149,,,-78.64254044,39.00980387,1984.0,4.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
325,9999,,,2.0,22.0,92,,,-78.64254044,39.00980387,1949.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
326,9999,,,54.0,80.0,144,,,-78.64254044,39.00980387,1985.0,4.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
327,9999,,,341.0,25.0,71,,,-78.64254044,39.00980387,1933.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
328,9999,,,54.0,50.0,144,,,-78.64254044,39.00980387,1986.0,4.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
329,9999,,,47.0,38.0,137,,,-78.64254044,39.00980387,1988.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
330,9999,,,343.0,11.0,73,,,-78.64254044,39.00980387,1951.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
331,9999,,,40.0,28.0,130,,,-78.64254044,39.00980387,1989.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
332,9999,,,324.0,27.0,54,,,-78.64254044,39.00980387,1990.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
333,9999,,,0.0,0.0,0,,,-79.22914695,39.05074823,717.0,2.0,POINT (-79.22914695 39.05074823),757,21.0,"(39.0, 39.5]",NW,115.16071428571428,115.16071428571428,"(39.0, 39.5]"
334,9999,,,0.0,0.0,0,,,-79.22914695,39.05074823,718.0,2.0,POINT (-79.22914695 39.05074823),758,21.0,"(39.0, 39.5]",NW,115.16071428571428,115.16071428571428,"(39.0, 39.5]"
335,9999,,,15.0,17.0,105,,,-79.22914695,39.05074823,716.0,1.0,POINT (-79.22914695 39.05074823),756,21.0,"(39.0, 39.5]",SE,115.16071428571428,115.16071428571428,"(39.0, 39.5]"
336,9999,,,30.0,32.0,120,,,-79.22914695,39.05074823,719.0,1.0,POINT (-79.22914695 39.05074823),759,21.0,"(39.0, 39.5]",SE,115.16071428571428,115.16071428571428,"(39.0, 39.5]"
337,9999,,,188.0,30.0,278,,,-79.22914695,39.05074823,733.0,1.0,POINT (-79.22914695 39.05074823),773,21.0,"(39.0, 39.5]",NW,115.16071428571428,115.16071428571428,"(39.0, 39.5]"
338,9999,,,188.0,45.0,278,,,-79.22914695,39.05074823,732.0,1.0,POINT (-79.22914695 39.05074823),772,21.0,"(39.0, 39.5]",NW,115.16071428571428,115.16071428571428,"(39.0, 39.5]"
339,9999,,,10.0,5.0,100,,,-79.22914695,39.05074823,731.0,1.0,POINT (-79.22914695 39.05074823),771,21.0,"(39.0, 39.5]",SE,115.16071428571428,115.16071428571428,"(39.0, 39.5]"
340,9999,,,201.0,57.0,290,,,-79.22914695,39.05074823,1017.0,1.0,POINT (-79.22914695 39.05074823),777,21.0,"(39.0, 39.5]",NW,115.16071428571428,115.16071428571428,"(39.0, 39.5]"
341,9999,,,15.0,28.0,105,,,-79.22914695,39.05074823,737.0,1.0,POINT (-79.22914695 39.05074823),776A,21.0,"(39.0, 39.5]",SE,115.16071428571428,115.16071428571428,"(39.0, 39.5]"
342,9999,,,12.0,20.0,102,,,-79.12863364,39.21341716,42.0,1.0,POINT (-79.12863364 39.21341716),95,22.0,"(39.0, 39.5]",SE,,,"(39.0, 39.5]"
343,9999,,,220.0,75.0,310,,,-79.04787675,39.32706361,309.0,1.0,POINT (-79.04787675 39.32706361),282,23.0,"(39.0, 39.5]",NW,133.0,133.0,"(39.0, 39.5]"
344,9999,,,348.0,5.0,78,,,-79.04787675,39.32706361,345.0,1.0,POINT (-79.04787675 39.32706361),278,23.0,"(39.0, 39.5]",SE,133.0,133.0,"(39.0, 39.5]"
345,9999,,,225.0,9.0,315,,,-79.04787675,39.32706361,344.0,1.0,POINT (-79.04787675 39.32706361),279,23.0,"(39.0, 39.5]",NW,133.0,133.0,"(39.0, 39.5]"
346,9999,,,9.0,13.0,99,,,-78.64254044,39.00980387,2035.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
347,9999,,,223.0,45.0,313,,,-78.64254044,39.00980387,2034.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",NW,66.6,66.6,"(39.0, 39.5]"
348,9999,,,29.0,75.0,119,,,-78.64254044,39.00980387,2029.0,4.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
349,9999,,,39.0,77.0,129,,,-78.64254044,39.00980387,2031.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
350,9999,,,51.0,70.0,141,,,-78.64254044,39.00980387,2025.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
351,9999,,,32.0,78.0,122,,,-78.64254044,39.00980387,2024.0,4.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
352,9999,,,265.0,51.0,355,,,-78.64254044,39.00980387,1972.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",NW,66.6,66.6,"(39.0, 39.5]"
353,9999,,,245.0,58.0,335,,,-78.64254044,39.00980387,1973.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",NW,66.6,66.6,"(39.0, 39.5]"
354,9999,,,50.0,32.0,140,,,-78.64254044,39.00980387,2015.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
355,9999,,,250.0,45.0,340,,,-78.64254044,39.00980387,1994.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",NW,66.6,66.6,"(39.0, 39.5]"
356,9999,,,39.0,64.0,129,,,-78.64254044,39.00980387,2010.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",SE,66.6,66.6,"(39.0, 39.5]"
357,9999,,,235.0,70.0,325,,,-78.64254044,39.00980387,2009.0,1.0,POINT (-78.64254044 39.00980387),,27.0,"(39.0, 39.5]",NW,66.6,66.6,"(39.0, 39.5]"
358,9999,,,104.0,12.0,194,,,-78.35982768,39.42406272,5876.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
359,9999,,,134.0,33.0,224,,,-78.35982768,39.42406272,5875.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
360,9999,,,144.0,35.0,234,,,-78.35982768,39.42406272,5871.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
361,9999,,,166.0,13.0,256,,,-78.35982768,39.42406272,5873.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
362,9999,,,75.0,15.0,165,,,-78.35982768,39.42406272,5874.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
363,9999,,,184.0,43.0,274,,,-78.35982768,39.42406272,5872.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
364,9999,,,191.0,63.0,281,,,-78.35982768,39.42406272,5910.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
365,9999,,,14.0,28.0,104,,,-78.35982768,39.42406272,5903.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
366,9999,,,206.0,78.0,296,,,-78.35982768,39.42406272,5908.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
367,9999,,,51.0,88.0,141,,,-78.35982768,39.42406272,5899.0,4.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
368,9999,,,201.0,58.0,291,,,-78.35982768,39.42406272,5909.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
369,9999,,,204.0,51.0,294,,,-78.35982768,39.42406272,5905.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
370,9999,,,192.0,67.0,282,,,-78.35982768,39.42406272,5907.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
371,9999,,,25.0,55.0,115,,,-78.35982768,39.42406272,5906.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
372,9999,,,208.0,82.0,298,,,-78.35982768,39.42406272,5934.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
373,9999,,,202.0,72.0,292,,,-78.35982768,39.42406272,5930.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
374,9999,,,198.0,65.0,288,,,-78.35982768,39.42406272,5931.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
375,9999,,,24.0,52.0,114,,,-78.35982768,39.42406272,5933.0,4.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
376,9999,,,196.0,77.0,286,,,-78.35982768,39.42406272,5932.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
377,9999,,,15.0,6.0,105,,,-78.35982768,39.42406272,5924.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
378,9999,,,194.0,41.0,284,,,-78.35982768,39.42406272,5923.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
379,9999,,,200.0,74.0,290,,,-78.35982768,39.42406272,6613.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
380,9999,,,199.0,29.0,289,,,-78.35982768,39.42406272,5922.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
381,9999,,,197.0,25.0,287,,,-78.35982768,39.42406272,5920.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
382,9999,,,210.0,88.0,300,,,-78.35982768,39.42406272,5936.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
383,9999,,,38.0,8.0,128,,,-78.35982768,39.42406272,5935.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
384,9999,,,191.0,33.0,281,,,-78.35982768,39.42406272,5921.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
385,9999,,,11.0,71.0,101,,,-78.35982768,39.42406272,6026.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
386,9999,,,196.0,73.0,286,,,-78.35982768,39.42406272,6020.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
387,9999,,,197.0,45.0,287,,,-78.35982768,39.42406272,6610.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
388,9999,,,26.0,12.0,116,,,-78.35982768,39.42406272,6008.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
389,9999,,,58.0,14.0,148,,,-78.35982768,39.42406272,6007.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
390,9999,,,47.0,5.0,137,,,-78.35982768,39.42406272,6025.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
391,9999,,,207.0,32.0,297,,,-78.35982768,39.42406272,6024.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
392,9999,,,214.0,36.0,304,,,-78.35982768,39.42406272,6023.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
393,9999,,,188.0,25.0,278,,,-78.35982768,39.42406272,6021.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
394,9999,,,21.0,33.0,111,,,-78.35982768,39.42406272,6016.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
395,9999,,,181.0,24.0,271,,,-78.35982768,39.42406272,6022.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
396,9999,,,186.0,54.0,276,,,-78.35982768,39.42406272,6017.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
397,9999,,,21.0,39.0,111,,,-78.35982768,39.42406272,6019.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
398,9999,,,194.0,47.0,284,,,-78.35982768,39.42406272,6039.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
399,9999,,,24.0,54.0,114,,,-78.35982768,39.42406272,6038.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
400,9999,,,58.0,15.0,148,,,-78.35982768,39.42406272,6034.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
401,9999,,,212.0,24.0,302,,,-78.35982768,39.42406272,6050.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
402,9999,,,190.0,58.0,280,,,-78.35982768,39.42406272,6041.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
403,9999,,,58.0,19.0,148,,,-78.35982768,39.42406272,6035.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
404,9999,,,189.0,26.0,279,,,-78.35982768,39.42406272,6040.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
405,9999,,,30.0,24.0,120,,,-78.35982768,39.42406272,6036.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
406,9999,,,105.0,28.0,195,,,-78.35982768,39.42406272,6048.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
407,9999,,,99.0,20.0,189,,,-78.35982768,39.42406272,6047.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
408,9999,,,183.0,83.0,273,,,-78.35982768,39.42406272,6046.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
409,9999,,,191.0,70.0,281,,,-78.35982768,39.42406272,6045.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
410,9999,,,42.0,32.0,132,,,-78.35982768,39.42406272,6049.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
411,9999,,,27.0,28.0,117,,,-78.35982768,39.42406272,6182.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
412,9999,,,93.0,6.0,183,,,-78.35982768,39.42406272,6210.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
413,9999,,,113.0,15.0,203,,,-78.35982768,39.42406272,6201.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
414,9999,,,58.0,45.0,148,,,-78.35982768,39.42406272,6186.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
415,9999,,,180.0,8.0,270,,,-78.35982768,39.42406272,6200.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
416,9999,,,18.0,18.0,108,,,-78.35982768,39.42406272,6199.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
417,9999,,,21.0,32.0,111,,,-78.35982768,39.42406272,6193.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
418,9999,,,351.0,8.0,81,,,-78.35982768,39.42406272,6192.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
419,9999,,,96.0,4.0,186,,,-78.35982768,39.42406272,6194.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
420,9999,,,43.0,45.0,133,,,-78.35982768,39.42406272,6196.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
421,9999,,,31.0,56.0,121,,,-78.35982768,39.42406272,6195.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
422,9999,,,205.0,55.0,295,,,-78.35982768,39.42406272,6217.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
423,9999,,,31.0,12.0,121,,,-78.35982768,39.42406272,6218.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
424,9999,,,29.0,33.0,119,,,-78.35982768,39.42406272,6187.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
425,9999,,,203.0,88.0,293,,,-78.35982768,39.42406272,6188.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",NW,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
426,9999,,,2.0,21.0,92,,,-78.35982768,39.42406272,6189.0,1.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
427,9999,,,17.0,77.0,107,,,-78.35982768,39.42406272,6230.0,4.0,POINT (-78.35982768 39.42406272),,30.0,"(39.0, 39.5]",SE,99.85714285714286,99.85714285714286,"(39.0, 39.5]"
428,9999,,,30.0,14.0,120,,,-78.27110957,39.59640449,3096.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
429,9999,,,25.0,12.0,115,,,-78.27110957,39.59640449,3097.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
430,9999,,,224.0,29.0,314,,,-78.27110957,39.59640449,3101.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
431,9999,,,46.0,38.0,136,,,-78.27110957,39.59640449,3179.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
432,9999,,,229.0,20.0,319,,,-78.27110957,39.59640449,3181.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
433,9999,,,202.0,23.0,292,,,-78.27110957,39.59640449,3174.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
434,9999,,,205.0,18.0,295,,,-78.27110957,39.59640449,3173.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
435,9999,,,40.0,87.0,130,,,-78.27110957,39.59640449,3172.0,4.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
436,9999,,,28.0,53.0,118,,,-78.27110957,39.59640449,3168.0,4.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
437,9999,,,241.0,10.0,331,,,-78.27110957,39.59640449,3572.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
